0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
806.19534,8531.344288,31.371612,1613.542185,20.288712,246.472632,920.972915,583.015256,88.793685,3205.324889,-4.487291,2097.050012,387.587801,357.899446,57.592719,569.763966,248.218419,798.019429,2921.610004,65.79572,1008.260077,472.505308,603.500301,82.793584,181.365413,-1.244729,1153.962672,1105.963998,179.331685,2176.539748,287.724369,1056.890561,1438.660373,398.439044,311.449897,1600.50407,13.572014,312.382361,5.204136,100.923122,2138.196976,925.241633,2.549532,694.599895,9.414022,2105.506537,1029.614503,590.120281,1414.131515,-2.601061,574.706684,5990.2431,-4.02079,3.080775,3412.487224,38.905901,618.180684,1316.662483,48.927309,891.68986,414.394475,255.309875,751.835999,368.616879,1976.32185,811.04935,1381.948648,1599.246154,1469.262715,-4.846508,483.067027,185.088876,90.229491,93.984004,1191.227782,3693.686299,0.374192,8416.119213,146.683698,-13.126479,-2.010036,244.498191,3591.120902,-3.784805,129.211536,143.383642,681.901009,1801.758424,-0.639638,472.033723,3600.687485,10.990744,651.006707,2410.885684,271.74478,212.923123,75.142767,446.961486,415.315072,572.173034,1052.768493,-2.546328,185.720773,3671.195984,133.799949,-2.810159,490.293238,1013.154183,-4.939162,165.455957,762.248666,4819.655458,-8.546927,101.268125,898.04694,1065.220876,1740.513577,627.955386,5.451887,482.397904,321.527857,490.277939,1434.83847,113.394099,635.297633,4114.224586,323.501455,422.33806,355.508532,627.919737,-1.674046,-5.594761,945.896889,85.600024,468.605684,1078.332916,1051.842828,384.77083,604.204391,-4.53808,1801.40994,-3.849088,266.144326,205.848426,352.958438,-3.163113,2128.677789,1953.369643,576.471145,32.542009,4186.840442,249.84756,-3.286568,3336.678465,631.680651,477.61243,396.860152,735.267069,-0.988861,567.42487,2.298206,1035.231711,782.365159,165.261695,-2.187855,482.021868,8445.896589,662.720073,-1.703696,93.655669,176.062843,24.453417,458.544382,1772.612114,15.769732,3773.915723,-7.217022,-4.216132,1800.120005,98.791142,2.522494,-2.203678,3.67058,4096.303123,168.434216,-4.195134,614.059466,475.398146,3743.153977,-7.595587,989.023292,11.161814,35.733455,767.838543,-2.22942,109.702519,4711.735083,398.723066,161.212156,214.962403,287.013627,4091.391604,4166.918459,725.182066,-3.262511,1528.606277,4412.633117,191.558712,2.430435,-2.773863,-2.971419,1216.594088,3207.019375,1239.414166,50.560593,4141.159388,1467.589236,-3.769341,544.421774,358.968794,808.619037,536.966535,411.971347,2496.872503,1771.364946,109.694847,134.113137,396.295821,361.942268,690.784435,975.129324,-3.103786,-2.646092,472.767929,57.054248,112.485137,193.904532,360.145618,8.673967,0.571695,3795.553514,3913.006784,1629.442758,793.498608,-0.539304,600.059946,851.609197,19.625905,4548.480968,1764.275464,1021.89794,165.383058,-2.521625,3576.73023,996.375329,1091.724295,148.770618,307.858754,3723.309055,95.453569,1151.645971,22.297937,1456.562033,624.86486,24.519817,1296.085275,-2.474422,-3.403457,-4.133512,2.900321,404.540739,220.971066,417.800796,148.373403,895.339363,596.025327,183.537689,117.610886,-3.426271,588.32512,1033.649892,1758.950971,457.001591,60.578734,1966.679709,302.351111,91.167643,0.077817,113.199064,-1.382469,635.610958,18.255642,119.055471,686.013012,1127.702154,-3.855578,508.09859,159.790219,204.645072,322.308585
0.078271,-764.344907,-473.987759,4.461753,-434.0523,-98.365312,3.115865,-6.285655,-294.732113,-3027.801938,-990.776172,-34.751671,-11.675308,-162.667006,-217.211153,-219.720393,-397.412174,-9.573042,-3700.039259,-181.5629,3.818887,-100.34811,-163.384187,-632.645386,-39.170073,-906.142091,-3385.708604,-42.273506,-160.10037,6.901225,-352.742054,-68.341377,5.620996,-76.153932,-353.682696,3.011472,-692.986381,-178.366295,-795.76911,-907.228279,-3603.576365,1.560343,-492.63697,-39.723962,-809.615304,5.649229,-319.546495,-3964.046592,-6892.453915,-907.880613,-3969.511086,-599.636602,-1222.171972,-909.695441,-1433.991275,-358.745651,-38.047119,-377.007759,-476.817285,1.62413,-634.96381,-311.412761,0.8783,-100.23421,-3404.830344,2.914199,-3518.970183,4.519962,3.694322,-1701.633652,-9.799205,-166.488882,-773.177874,-589.527032,-7.01864,-1169.736556,-1254.162634,-1931.526536,-255.852873,-3555.300312,-1484.354692,-84.743634,7.122053,-1299.019785,-159.976434,-158.968128,-22.384735,5.148151,-841.258055,-29.779962,-1946.199044,-248.165281,-4002.913763,3.271753,-16.924042,-180.254657,-343.102199,-3.450065,-55.706772,-103.989662,-4064.652056,-1521.618943,-305.778792,-2453.478209,-315.6253,-1313.348608,-17.208988,1.210613,-1306.651453,-457.758114,-150.974955,-56.643135,-2741.034166,-519.191141,3.701545,3.520976,-4247.539597,-302.463133,-508.892601,-29.72276,-6.95592,-312.663749,4.300017,-1439.820677,2.083739,-83.272203,-4451.833436,-0.006179,-209.299885,-15.202035,-2791.521334,-1257.641215,1.43441,-3577.948669,-9.29587,2.087362,2.880943,-81.877996,2.077803,-1844.2706,5.422364,-1626.34669,-149.856191,-458.283431,-912.443569,-1092.164762,-10181.157233,6.027967,-114.834056,-711.94109,-889.427464,-11.408117,-1719.241141,-2457.948765,-138.884885,-2.304962,-95.992459,-87.151548,-521.531807,2.253108,-1332.671196,-4.35138,-26.73793,-446.65295,-703.245005,-93.08184,-603.183268,-0.238477,-641.874409,-490.425387,-148.886843,-4692.895026,-27.177727,3.186755,-696.982745,-2513.43727,-2681.541285,-1069.508406,4.603476,-769.269848,-796.155098,-1046.831208,-885.319574,-920.495515,-150.962798,-1330.89096,-458.961172,-19.226495,-1006.186176,-2309.448145,3.080326,-339.414178,-4344.638469,3.248841,-1374.858978,-403.519806,-22.685444,-4182.957712,-20.336101,-208.805832,-39.671446,-1126.887296,-713.342488,-33.470453,-971.774819,-3903.232389,-13.216301,-56.181117,-1572.781854,-570.774941,-1076.409773,5.725543,-898.753918,3.787298,-591.842753,-1179.111499,3.995091,-1198.116517,-476.286245,-800.675382,1.404904,1.735918,-3420.406321,-3611.480938,2.146809,-970.492922,-289.459342,-293.382193,-385.711392,1.83365,-4.656149,-1434.881397,-1583.600123,-124.650592,-274.25276,-31.307449,-195.793275,-32.716126,-615.526687,-557.182918,-1635.855605,-742.900131,4.943732,1.874778,-361.196209,0.033749,4.569613,-813.151159,-293.089865,-3831.441858,-2.703089,-381.477699,-1304.313706,-3277.451944,2.362963,-9266.01466,-148.946033,-405.691946,-1194.386011,-891.38328,-0.128241,-715.276654,4.545466,-5080.507609,-1595.036448,4.935474,-1732.783408,-1639.295432,-1818.432397,-552.24695,-28.439534,-167.773387,-329.402573,-352.601038,1.46471,-105.470888,-403.109708,-263.618616,-1080.593336,-219.814621,1.30767,6.724887,-301.76291,-347.514427,5.735743,-151.652822,-510.991374,-477.856772,-263.367933,-1045.902233,-4320.904466,-1693.360725,-220.645177,-11.676339,1.648665,-1155.524533,-0.355327,-341.742352,-490.687263,-14.314435
